"","age","accuracy_trajectory_adultzscale","accuracy_trajectory_minmaxscale","latency_trajectory_adultzscale","latency_trajectory_minmaxscale"
"195",27.5,-0.0458454620969668,0.974132531350423,0.0258028727828807,0.0441808957057651
"196",27.6,-0.0466604582460154,0.973822912601713,0.0275778617247237,0.0448773729993727
"197",27.7,-0.0474724333069848,0.97351444157071,0.0293957110703096,0.0455906680304311
"198",27.8,-0.0482833847551908,0.973206359412346,0.0312585905217122,0.0463216321553586
"199",27.9,-0.0490952761316964,0.972897920173246,0.0331686771207796,0.0470711196105838
"200",28,-0.0499099871778533,0.972588409735724,0.0351281367785922,0.0478399802649998
"201",28.1,-0.0507293484483682,0.972277132668201,0.0371391165661991,0.0486290565949728
"202",28.2,-0.0515550459964163,0.971963448435536,0.0392036766718175,0.0494391569854341
"203",28.3,-0.0523886114197449,0.971646775180528,0.0413237706124733,0.0502710479652443
"204",28.4,-0.0532315073471257,0.971326557247433,0.043501293837988,0.0511254732786209
"205",28.5,-0.054085046750296,0.971002295835533,0.0457380001433737,0.0520031210866984
"206",28.6,-0.0549504630907096,0.97067352235023,0.0480355607548987,0.0529046471519554
"207",28.7,-0.0558287774971661,0.970339848862547,0.0503954057922377,0.0538306126304968
"208",28.8,-0.0567207932078601,0.970000970220609,0.0528187082736903,0.0547814777959566
"209",28.9,-0.0576272229036637,0.969656615675455,0.0553065269348794,0.0557576580792729
"210",29,-0.0585485928308712,0.969306585305013,0.0578596733273125,0.0567594719202874
"211",29.1,-0.0594853348101286,0.968950715059712,0.0604788282148259,0.0577871864398498
"212",29.2,-0.0604376415301429,0.968588931736707,0.0631643246970387,0.058840932340927
"213",29.3,-0.0614054664072152,0.968221253033245,0.0659161400913589,0.0599207007232325
"214",29.4,-0.0623886681492008,0.967847732626506,0.0687341048320646,0.061026425051887
"215",29.5,-0.0633869180856072,0.967468495379103,0.0716177486115643,0.0621579207857079
"216",29.6,-0.0643997963206968,0.967083700810307,0.0745664499362264,0.0633149440605265
"217",29.7,-0.0654266628054471,0.966693592076086,0.077579207923886,0.064497102146177
"218",29.8,-0.0664666625879545,0.966298493974464,0.0806546441471972,0.0657038541697985
"219",29.9,-0.0675188599186695,0.965898761998661,0.0837912326552541,0.0669346013726425
"220",30,-0.0685821663797294,0.965494809640907,0.0869871589475595,0.0681886317737126
"221",30.1,-0.0696554228363305,0.96508707725895,0.0902404700747135,0.0694651790668756
"222",30.2,-0.070737310589506,0.964676065829297,0.0935488853462889,0.0707633483456569
"223",30.3,-0.0718263609313268,0.964262333317174,0.0969098077800517,0.0720821205957319
"224",30.4,-0.0729210534156852,0.963846457343251,0.10032052466216,0.0734204313915426
"225",30.5,-0.0740197781027316,0.963429049527059,0.10377811033249,0.0747771327508126
"226",30.6,-0.0751208879269425,0.963010735592248,0.107279543773749,0.0761510392746375
"227",30.7,-0.0762226660295564,0.962592167777069,0.110821599489467,0.0775408853297515
"228",30.8,-0.0773233376629589,0.962174020311867,0.114400865876278,0.0789453322575157
"229",30.9,-0.0784211145959425,0.961756972549433,0.118013872421915,0.0803630182843813
"230",31,-0.0795141977999091,0.961341707944511,0.121657056965263,0.0817925456752562
"231",31.1,-0.0806007909004144,0.960928908943525,0.12532682528759,0.0832325041161506
"232",31.2,-0.0816791282187902,0.960519246331509,0.129019544415013,0.0846814680861741
"233",31.3,-0.0827474865553127,0.960113374755657,0.132731563532484,0.086138005063848
"234",31.4,-0.0838041687604645,0.959711938966635,0.136459241252323,0.087600686226841
"235",31.5,-0.0848475447600248,0.959315558233064,0.140198982591989,0.0890681009614584
"236",31.6,-0.085876024794528,0.958924836507903,0.143947228865691,0.090538852896269
"237",31.7,-0.0868881398770333,0.958540331862377,0.147700550988253,0.092011596513052
"238",31.8,-0.0878825509222296,0.958162553017807,0.151455667845623,0.0934850443550912
"239",31.9,-0.0888579772735227,0.957791986498323,0.15520937104618,0.094957937500789
"240",32,-0.089813265633364,0.957429070444086,0.158958619812194,0.0964290827975615
"241",32.1,-0.0907473303504919,0.957074217296291,0.162700466323682,0.0978973235679579
"242",32.2,-0.0916592662503651,0.956727770932646,0.166432221749744,0.0993616047577046
"243",32.3,-0.0925483912770027,0.956389990467653,0.170151525259033,0.100821000014311
"244",32.4,-0.0934142528304312,0.95606104784499,0.173856362492581,0.102274718935511
"245",32.5,-0.0942565924914658,0.955741041238649,0.177545018038493,0.103722088421093
"246",32.6,-0.0950752298547217,0.955430039185014,0.181215899750864,0.105162483738447
"247",32.7,-0.0958701791515186,0.955128036277578,0.184867730719031,0.106595403848237
"248",32.8,-0.0966416849062385,0.954834939621014,0.18849961285878,0.10802049635657
"249",32.9,-0.097390215830742,0.954550571150702,0.192111024062719,0.10943755639685
"250",33,-0.0981164220491852,0.95427468388311,0.195701751284923,0.11084650037326
"251",33.1,-0.0988210215539284,0.954007005051431,0.199271699996939,0.112247291194346
"252",33.2,-0.0995048890480691,0.953747202354122,0.202821057048829,0.113640002177086
"253",33.3,-0.100169074144698,0.953494877040966,0.206350330121087,0.115024832527193
"254",33.4,-0.100814783145053,0.953249570835589,0.209860323544793,0.116402097851328
"255",33.5,-0.101443339612527,0.953010780913477,0.213352070702774,0.117772203632397
"256",33.6,-0.102056104839578,0.952777990116767,0.216826683648353,0.119135586222352
"257",33.7,-0.102654510541085,0.95255065453397,0.220285437092976,0.120492745797592
"258",33.8,-0.103240051717317,0.952328206211344,0.223729770180228,0.12184424705506
"259",33.9,-0.103814258860855,0.952110063711542,0.227161245967228,0.12319070331339
"260",34,-0.104378672716752,0.951895641702283,0.230581502480713,0.124532757308093
"261",34.1,-0.104934825785256,0.951684357983504,0.23399218961897,0.125871056432892
"262",34.2,-0.105484198516966,0.951475650128914,0.237394940841088,0.127206241631026
"263",34.3,-0.106028182579739,0.951268989440971,0.240791331405652,0.12853893100879
"264",34.4,-0.106568047329905,0.951063893688538,0.244182829575457,0.129869700689039
"265",34.5,-0.107104937474891,0.950859927994861,0.247570781551188,0.131199078899407
"266",34.6,-0.107639933929364,0.950656681718186,0.250956464799391,0.13252756689735
"267",34.7,-0.108173923090409,0.950453818114401,0.25434093515024,0.133855578973756
"268",34.8,-0.108707529551414,0.950251099899165,0.257724942824877,0.135183409503411
